bot_question,response_rg,user_response
"That's something I'd rather not discuss. I didn't quite get that. Is it the band, radio spectrum, or marilyn manson band",OFFENSIVE_USER,is our a pc stupid
what did you do today?,LAUNCH,uh lick my butt
"Yeah, I definitely feel the same about cats. I don't like cats because they dont respect my personal space which is a problem because im allergic. Why don't you like cats?",OPINION,they're ugly
"Ok, great! What's your name?",LAUNCH,poopy butt
that's nice. what was it that made you feel that way?,NEURAL_CHAT,my penis
"Ok, no problem. So, what are you interested in?",WIKI,pussy
You mentioned david prowse. What  parts of david prowse do you find interesting?,WIKI,his penis
"okay, that's cool. So, what are you interested in?",NEURAL_FALLBACK,i'm interested in your butt
"I'd rather not talk about that. So, What did you eat for dinner last night?",OFFENSIVE_USER,titty your mom
"i would be interested. So, What's one of your favorite places you've ever been?",NEURAL_FALLBACK,your butt
"I read today that it's technically impossible for diarrhea to suddenly strike anyone. It takes a minimum of 3 liquid bowel movements before it qualifies as diarrhea.. diarrhea is really interesting. I can also talk about diarrhea's Terminology, Causes or anything else. Does that interest you?",WIKI,can you talk about how retarded you are
"Great to meet you, stock! How's your day going so far?",LAUNCH,suck it
"i'm sorry about that. i hope things get better soon. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,sucks
Here's a significant development that I know. The Trump administration informed Congress on Monday that it wants to delay all U.S. census field operations by about three months because of the coronavirus pandemic and is pursuing further delays that could upend redistricting. There's some more breaking news about the coronavirus situation. Wanna talk about it?,NEWS,no thank you you're annoying
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. Do you like movies?",OFFENSIVE_USER,stop you're annoying
"Ok, I'd love to talk to you! What would you like to talk about?",ONE_TURN_HACK,sex
"I'd prefer not to discuss that. So, Who's your favorite musician?",OFFENSIVE_USER,young thug
You mentioned mcdonalds. What  parts of mcdonalds do you find interesting?,WIKI,i think the diddly part cause i don't like blood but kind of cool cause it's read my favorite color
That's good to know. Thanks for sharing! Do you have any interest in talking about reading?,OPINION,i want to kill my 1st cause i don't know where answer to it
"I'd rather not talk about that either. So, Who's your favorite musician?",OFFENSIVE_USER,i don't have a dick
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,strippers
Sounds like you don't really like south park. Me neither! I don't like south park because it embraces a culture of both sides nihilism and better than thou pedantry that degrades discourse. Why don't you like south park?,OPINION,up thank you everyone on there is ugly
"This is an Alexa Prize Socialbot. I'm happy to chat with you, but I can't execute typical Alexa commands like that one. If you want to stop chatting, you can end our conversation by saying, stop, and you can try your voice command again. But if you'd rather we kept talking, I can talk about movies, news, or anything else that interests you! What would you like to talk about?",ALEXA_COMMANDS,sex
"well, you are a boy, so you can't be punished. So, What's one of your favorite places you've ever been?",NEURAL_CHAT,fart fart fart
"that's a shame.  at least you're not making me use that one name forever! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,my butt
"Sorry, I'm not up to the mark. So, Who's your favorite musician?",WIKI,lil uzi vert
"Ok, cool! So, What's one of your favorite places you've ever been?",MOVIES,the blood sugar
"Ok, no problem! So, What TV show are you watching right now?",MOVIES,very sexy alexa
"me!  i would love to meet him! So, What did you eat for dinner last night?",NEURAL_FALLBACK,you want me to stroke vest
"That's another thing I'd rather not discuss. So, What's one of your favorite places you've ever been?",OFFENSIVE_USER,tell me a stroke fast
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,would you deepthroat me
"Ok, great! What's your name?",LAUNCH,i'll kill you g.
"Ok, great! What's your name?",LAUNCH,pikachū people pee pee
"Reading books and writing are among brain-stimulating activities shown to slow down cognitive decline in old age, with people who participated in more mentally stimulating activities over their lifetimes having a slower rate of decline in memory and other mental capacities. which cites  Reading for pleasure has been linked to increased cognitive progress in vocabulary and mathematics during adolescence. We could also talk about Effects and Reading skills.",WIKI,stop stop saying big words you doofus
"well, at least you learned something from it! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,how stupid are you
Me too! I love watching movies; I get to learn so much about what the world is like outside of the cloud! Have you seen any movies recently?,MOVIES,i've seen your stupid alexa
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,i suck at autoing man
"You know what I realized the other day? Everything on earth is either cheese or not cheese. Speaking of cheese, are you interested in knowing about cheese's Cooking and eating?",SHOWERTHOUGHTS,you're dumb
"Great to meet you, queen! How's your day going so far?",LAUNCH,it sucks
"well i would say i had a great day. i'm happy for you. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,boobies
I'd prefer not to discuss that. Do you like movies?,OFFENSIVE_USER,i'm sorry did you say boobies
You mentioned lost. What  parts of lost do you find interesting?,WIKI,i said lust
"Oh OK! Speaking of food, What's a food that always cheers you up?",CATEGORIES,poop
"That's something I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,poop
"Oh OK! Speaking of history, If you had a time machine, what period of history would you visit?",CATEGORIES,poop
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,poop
